ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,structural_risk,structural_risk_band,transition_adjusted_risk,transition_adjusted_band,transition_adjusted_impact_type,realized_risk_proxy,adaptation_capacity,adaptation_buffer,demand_fragility,reallocation_capacity,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,scoring_basis,baseline_v42_exposure,baseline_v42_net_risk,baseline_v42_risk_band,baseline_v42_augmentation,baseline_v42_impact_type,baseline_v43_exposure,baseline_v43_net_risk,baseline_v43_risk_band,baseline_v43_augmentation,baseline_v43_impact_type,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
13245,Port/Shipping operations manager,MANAGERS,8695,7382,10894,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,1.99,external_proxy,0.6289,0.8788,0.4867,0.8297,0.0638,low,0.1465,very_low,ai_leveraged,0.0638,low,0.0588,low,ai_leveraged,0.0160,0.3893,0.0779,0.0479,0.3954,leveraged,true,0.005,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.6461,0.0650,low,0.2763,ai_leveraged,0.6307,0.0634,low,0.2698,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
13244,Postal service manager,MANAGERS,7910,5550,12414,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,1.99,external_proxy,0.3877,0.8788,0.5848,0.7953,0.0374,very_low,0.1192,very_low,stable,0.0374,very_low,0.0340,very_low,stable,0.0092,0.4572,0.0914,0.0000,1.0000,shielded,true,0.005,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.6461,0.0623,low,0.3320,ai_leveraged,0.4401,0.0424,very_low,0.2262,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
12191,Premises and facilities maintenance manager (excluding building security manager),MANAGERS,6542,5000,8704,8.5,8.5,estimated_sg_submajor,derived_from_official_sg,12.28,external_proxy,0.3943,0.8485,0.5237,0.8167,0.0488,very_low,0.1092,very_low,stable,0.0488,very_low,0.0443,very_low,stable,0.0100,0.4557,0.0911,0.0000,1.0000,shielded,true,-0.1153,false,prefix,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8714,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.6729,0.0833,low,0.2990,ai_leveraged,0.4579,0.0567,low,0.2035,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
13410,Pre-school education manager,MANAGERS,6080,2749,8434,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,3.25,external_proxy,0.5765,0.6176,0.5806,0.7968,0.1761,moderate,0.1010,very_low,stable,0.1761,moderate,0.1601,moderate,stable,0.0378,0.4543,0.0909,0.0133,0.8857,balanced,true,-0.1658,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.3287,0.1001,low,0.1179,stable,0.4817,0.1468,low,0.1727,ai_leveraged,direct,GCE O-Level / Secondary,external_proxy,false,false,false,false
13242,Procurement/Purchasing manager,MANAGERS,8367,6000,12248,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,1.99,external_proxy,0.6584,0.8788,0.5441,0.8096,0.0649,low,0.1758,very_low,ai_leveraged,0.0649,low,0.0591,low,ai_leveraged,0.0056,0.4494,0.0899,0.0255,0.7694,leveraged,true,0.005,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.6461,0.0634,low,0.3089,ai_leveraged,0.6569,0.0645,low,0.3141,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
13100,Production manager in agriculture and fisheries,MANAGERS,6930,5580,10389,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,7.7,external_proxy,0.3875,0.9189,0.4943,0.8270,0.0260,very_low,0.0614,very_low,stable,0.0260,very_low,0.0241,very_low,stable,0.0035,0.3711,0.0742,0.0034,0.6918,shielded,true,-0.1586,false,false,reliability_weighted,consensus_low,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.8124,0.5500,0.9500,0.8500,V5,posterior_task_aware_v5,0.2122,0.0142,very_low,0.0964,stable,0.2544,0.0171,very_low,0.1156,stable,direct,University Degree,external_proxy,false,false,false,false
13292,Quality control/assurance manager,MANAGERS,9100,6174,14094,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,7.12,external_proxy,0.4904,0.8690,0.5892,0.7938,0.0510,low,0.1347,very_low,ai_leveraged,0.0510,low,0.0469,very_low,ai_leveraged,0.0066,0.4066,0.0813,0.0034,0.6918,leveraged,true,-0.159,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.7884,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.5912,0.0615,low,0.3027,ai_leveraged,0.4965,0.0516,low,0.2542,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
12213,Regional sales manager,MANAGERS,11000,7245,17850,8.5,8.5,estimated_sg_submajor,derived_from_official_sg,2,external_proxy,0.6208,0.7469,0.6250,0.7812,0.1238,low,0.1756,very_low,ai_leveraged,0.1238,low,0.1156,low,ai_leveraged,0.0257,0.3343,0.0669,0.0489,0.1015,leveraged,true,-0.0499,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8870,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.7738,0.1530,moderate,0.3612,ai_leveraged,0.6548,0.1295,low,0.3057,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
12230,Research and development manager,MANAGERS,10896,7061,17189,8.5,8.5,estimated_sg_submajor,derived_from_official_sg,7.7,external_proxy,0.6182,0.9189,0.6459,0.7739,0.0391,very_low,0.1811,very_low,ai_leveraged,0.0391,very_low,0.0357,very_low,ai_leveraged,0.0086,0.4349,0.0870,0.0433,0.7747,leveraged,true,-0.1586,false,false,reliability_weighted,divergent,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,divergent_exposure_sources,high,0.7972,0.8200,0.4500,0.8500,V5,posterior_task_aware_v5,0.3559,0.0223,very_low,0.2112,ai_leveraged,0.5316,0.0334,very_low,0.3155,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
14121,Restaurant manager,MANAGERS,4000,3000,4710,3.7,3.7,estimated_sg_submajor,derived_from_official_sg,7.22,external_proxy,0.5737,0.6970,0.4209,0.8527,0.1495,low,0.0878,very_low,stable,0.1495,low,0.1381,low,stable,0.0140,0.3820,0.0764,0.0479,0.3954,shielded,true,0.1257,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7643,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.4380,0.1132,low,0.1285,ai_leveraged,0.5000,0.1292,low,0.1467,ai_leveraged,direct,GCE O-Level / Secondary,external_proxy,false,false,false,false
14201,Retail manager,MANAGERS,4500,3517,6420,3.7,3.7,estimated_sg_submajor,derived_from_official_sg,23.68,external_proxy,0.6362,0.7585,0.4474,0.8434,0.1307,low,0.1272,very_low,ai_leveraged,0.1307,low,0.1209,low,ai_leveraged,0.0248,0.3734,0.0747,0.0479,0.3954,leveraged,true,0.3157,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.5932,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.6651,0.1355,low,0.2257,ai_leveraged,0.6442,0.1312,low,0.2186,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
12133,Risk management manager,MANAGERS,11946,7558,18332,8.5,8.5,estimated_sg_submajor,derived_from_official_sg,2.23,external_proxy,0.5783,0.9715,0.7645,0.7324,0.0122,very_low,0.2045,low,ai_leveraged,0.0122,very_low,0.0112,very_low,ai_leveraged,0.0025,0.4131,0.0826,0.0479,0.3954,leveraged,true,-0.1946,prefix,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9014,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.4501,0.0094,very_low,0.3343,ai_leveraged,0.5092,0.0106,very_low,0.3782,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
12211,Sales manager,MANAGERS,7049,5000,10353,8.5,8.5,estimated_sg_submajor,derived_from_official_sg,2,external_proxy,0.6226,0.7469,0.5158,0.8195,0.1303,low,0.1454,very_low,ai_leveraged,0.1303,low,0.1208,low,ai_leveraged,0.0163,0.3638,0.0728,0.0489,0.1015,leveraged,true,-0.0499,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8570,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.7738,0.1605,moderate,0.2981,ai_leveraged,0.6548,0.1358,low,0.2523,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
13451,School principal,MANAGERS,6967,5755,8853,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,2.58,external_proxy,0.5237,0.9786,0.4605,0.8388,0.0094,very_low,0.1105,very_low,stable,0.0094,very_low,0.0087,very_low,stable,0.0019,0.3813,0.0763,0.0248,0.4500,shielded,true,-0.3348,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7141,1.0000,0.4500,0.8500,V5,posterior_task_aware_v5,0.4593,0.0082,very_low,0.2070,ai_leveraged,0.4636,0.0083,very_low,0.2089,ai_leveraged,direct,Graduate Degree,external_proxy,false,false,false,false
12194,Security manager,MANAGERS,6729,3800,10000,8.5,8.5,estimated_sg_submajor,derived_from_official_sg,12.28,external_proxy,0.3950,0.8485,0.5922,0.7927,0.0474,very_low,0.1235,very_low,ai_leveraged,0.0474,very_low,0.0431,very_low,ai_leveraged,0.0097,0.4583,0.0917,0.0000,1.0000,leveraged,true,-0.1153,false,prefix,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8714,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.6729,0.0808,low,0.3381,ai_leveraged,0.4581,0.0550,low,0.2302,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
13441,Social service manager,MANAGERS,5643,4130,8319,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,0.55,external_proxy,0.6282,0.7077,0.5325,0.8136,0.1504,moderate,0.1225,very_low,ai_leveraged,0.1504,moderate,0.1379,low,ai_leveraged,0.0164,0.4171,0.0834,0.0377,0.6953,leveraged,false,,false,false,reliability_weighted,aligned_mid,2,aioe:0.4745|ilo:0.5255,false,,medium,0.7655,0.5500,0.8500,0.6500,V5,posterior_task_aware_v5,0.4892,0.1163,low,0.1843,ai_leveraged,0.5789,0.1377,low,0.2181,ai_leveraged,direct,Graduate Degree,external_proxy,false,false,false,false
13302,Software and applications manager,MANAGERS,10779,7620,15816,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,1.95,external_proxy,0.5954,0.9902,0.7697,0.7306,0.0043,very_low,0.2247,low,ai_leveraged,0.0043,very_low,0.0039,very_low,ai_leveraged,0.0013,0.4316,0.0863,0.0487,0.3944,leveraged,true,-0.2073,exact,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7953,1.0000,0.4500,0.8500,V5,posterior_task_aware_v5,0.4780,0.0034,very_low,0.3643,ai_leveraged,0.5525,0.0040,very_low,0.4211,ai_leveraged,direct,Graduate Degree,external_proxy,false,false,false,false
14310,Sports centre manager,MANAGERS,4895,3598,7308,3.7,3.7,estimated_sg_submajor,derived_from_official_sg,1.79,external_proxy,0.5337,0.7665,0.4887,0.8290,0.1042,low,0.0893,very_low,stable,0.1042,low,0.0969,low,stable,0.0200,0.3519,0.0704,0.0479,0.3954,shielded,true,-0.2415,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7286,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.2835,0.0549,low,0.1062,stable,0.4046,0.0783,low,0.1515,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
12132,Strategic planning manager,MANAGERS,12936,8185,19546,8.5,8.5,estimated_sg_submajor,derived_from_official_sg,2.23,external_proxy,0.5787,0.9715,0.7607,0.7337,0.0122,very_low,0.2040,low,ai_leveraged,0.0122,very_low,0.0112,very_low,ai_leveraged,0.0013,0.4043,0.0809,0.0479,0.3954,leveraged,true,-0.1946,prefix,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9014,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.4501,0.0094,very_low,0.3326,ai_leveraged,0.5102,0.0107,very_low,0.3771,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
13241,Supply and distribution/Logistics/Warehousing manager,MANAGERS,6650,5050,9882,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,1.99,external_proxy,0.5738,0.8788,0.5086,0.8220,0.0573,low,0.1412,very_low,ai_leveraged,0.0573,low,0.0522,low,ai_leveraged,0.0068,0.4419,0.0884,0.0106,0.7683,leveraged,true,0.005,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.6461,0.0644,low,0.2887,ai_leveraged,0.5776,0.0575,low,0.2581,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
13291,Technical/Engineering services manager (excluding transport),MANAGERS,8684,6034,12391,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,7.12,external_proxy,0.3715,0.8690,0.5531,0.8064,0.0392,very_low,0.1029,very_low,stable,0.0392,very_low,0.0358,very_low,stable,0.0034,0.4379,0.0876,0.0000,1.0000,shielded,true,-0.159,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.7884,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.5912,0.0625,low,0.2842,ai_leveraged,0.4058,0.0429,very_low,0.1950,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
12123,Training manager,MANAGERS,5960,5214,7270,8.5,8.5,estimated_sg_submajor,derived_from_official_sg,6.14,external_proxy,0.7085,0.7219,0.3943,0.8620,0.1712,moderate,0.1288,very_low,ai_leveraged,0.1712,moderate,0.1559,moderate,ai_leveraged,0.0384,0.4471,0.0894,0.0433,0.7747,leveraged,true,-0.0382,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.6853,0.1643,moderate,0.1951,ai_leveraged,0.7430,0.1781,moderate,0.2115,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
13243,Transport/Technical operations manager (except port/shipping operations),MANAGERS,7679,5381,12650,5.1,5.1,estimated_sg_submajor,derived_from_official_sg,1.99,external_proxy,0.6332,0.8788,0.5865,0.7947,0.0615,low,0.1764,very_low,ai_leveraged,0.0615,low,0.0565,low,ai_leveraged,0.0153,0.4094,0.0819,0.0479,0.3954,leveraged,true,0.005,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.6461,0.0622,low,0.3330,ai_leveraged,0.6333,0.0610,low,0.3264,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
14392,Travel agency manager,MANAGERS,7770,5630,11580,3.7,3.7,estimated_sg_submajor,derived_from_official_sg,0.99,external_proxy,0.6127,0.7799,0.4573,0.8399,0.1143,low,0.1205,very_low,ai_leveraged,0.1143,low,0.1065,low,ai_leveraged,0.0217,0.3406,0.0681,0.0479,0.3954,leveraged,true,0.189,false,false,reliability_weighted,aligned_mid,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.7827,0.5500,0.8500,0.8500,V5,posterior_task_aware_v5,0.5648,0.1044,low,0.2014,ai_leveraged,0.5823,0.1076,low,0.2077,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
14324,Wellness centre manager (e.g. hair/beauty/slimming/spa/manicure/massage),MANAGERS,5635,3800,8725,3.7,3.7,estimated_sg_submajor,derived_from_official_sg,2.92,external_proxy,0.5545,0.6569,0.5621,0.8033,0.1541,moderate,0.0989,very_low,stable,0.1541,moderate,0.1430,low,stable,0.0297,0.3610,0.0722,0.0479,0.3954,shielded,true,0.1198,false,false,reliability_weighted,aligned_mid,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.5174,0.5500,0.8500,0.6500,V5,posterior_task_aware_v5,0.3469,0.0956,low,0.1281,ai_leveraged,0.4461,0.1229,low,0.1647,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
14202,Wholesale trade manager,MANAGERS,8905,6199,14500,3.7,3.7,estimated_sg_submajor,derived_from_official_sg,23.68,external_proxy,0.6419,0.7585,0.5725,0.7996,0.1250,low,0.1619,very_low,ai_leveraged,0.1250,low,0.1162,low,ai_leveraged,0.0240,0.3525,0.0705,0.0479,0.3954,leveraged,true,0.3157,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.5932,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.6651,0.1285,low,0.2888,ai_leveraged,0.6459,0.1247,low,0.2805,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
24111,Accountant (excluding tax accountant),PROFESSIONALS,5498,4600,6695,5.3,5.3,estimated_sg_submajor,derived_from_official_sg,22.12,external_proxy,0.7956,0.3021,0.5129,0.8205,0.4576,high,0.0999,very_low,at_risk,0.4576,high,0.4157,high,at_risk,0.1195,0.4578,0.0916,0.0243,0.8618,retooling,true,-0.0855,prefix,prefix,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8864,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.9046,0.5180,very_high,0.1402,mixed,0.8702,0.4983,high,0.1348,mixed,direct,University Degree,external_proxy,false,false,false,false
21213,Actuary,PROFESSIONALS,7572,4987,13484,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.02,external_proxy,0.8037,0.3520,0.6378,0.7768,0.4045,high,0.1495,very_low,mixed,0.4045,high,0.3681,high,mixed,0.1201,0.4504,0.0901,0.0000,0.5000,retooling,true,-0.1791,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,high,0.8235,0.8200,0.9500,0.8500,V5,posterior_ensemble_fallback_v5,0.8899,0.4479,high,0.1998,mixed,0.8899,0.4479,high,0.1998,mixed,direct,Graduate Degree,external_proxy,false,false,false,false
21471,Aeronautical engineer,PROFESSIONALS,6046,4729,8142,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.11,external_proxy,0.6288,0.6863,0.4188,0.8534,0.1686,moderate,0.1046,very_low,stable,0.1686,moderate,0.1534,moderate,stable,0.0532,0.4506,0.0901,0.0085,0.8901,balanced,true,-0.1178,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6511,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.6259,0.1676,moderate,0.1799,ai_leveraged,0.6486,0.1736,moderate,0.1864,ai_leveraged,direct,University Degree,external_proxy,false,strict,false,false
21443,Air-conditioning/Refrigeration engineer,PROFESSIONALS,6503,5419,9106,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,4.1,external_proxy,0.5407,0.7362,0.4558,0.8405,0.1203,low,0.0986,very_low,stable,0.1203,low,0.1120,low,stable,0.0388,0.3485,0.0697,0.0219,0.1030,shielded,true,-0.1104,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.6275,0.1391,low,0.2106,ai_leveraged,0.5402,0.1198,low,0.1813,ai_leveraged,direct,University Degree,external_proxy,false,strict,false,false
22141,Anaesthesiologist,PROFESSIONALS,6712,6195,7633,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.3291,0.9554,0.4638,0.8377,0.0123,very_low,0.0725,very_low,stable,0.0123,very_low,0.0112,very_low,stable,0.0027,0.4514,0.0903,0.0000,1.0000,shielded,true,-0.0708,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.7468,0.8200,0.8500,0.8500,V5,posterior_task_aware_v5,0.4398,0.0164,very_low,0.1949,ai_leveraged,0.3074,0.0115,very_low,0.1362,ai_leveraged,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
25140,Applications/Systems programmer,PROFESSIONALS,6500,6050,7660,4.2,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8384,0.2959,0.5375,0.8119,0.4827,high,0.1098,very_low,at_risk,0.4827,high,0.4378,high,at_risk,0.1626,0.4648,0.0930,0.0394,0.8975,retooling,false,,exact,false,reliability_weighted,consensus_high,2,aioe:0.4745|ilo:0.5255,true,high_risk_but_exact_demand|high_risk_but_positive_labour_market,medium,0.7047,0.5500,0.9500,0.6500,V5,posterior_task_aware_v5,0.8787,0.5023,very_high,0.1398,mixed,0.9125,0.5216,very_high,0.1451,mixed,direct,Graduate Degree,external_proxy,false,false,false,false
26543,"Artistic director (stage, film, television, game and radio)",PROFESSIONALS,5500,4260,7280,1.9,1.9,estimated_sg_submajor,derived_from_official_sg,2.34,external_proxy,0.6237,0.7968,0.4393,0.8462,0.1080,low,0.1232,very_low,ai_leveraged,0.1080,low,0.0991,low,ai_leveraged,0.0165,0.4111,0.0822,0.0372,0.4955,leveraged,true,-0.0483,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,V5,posterior_task_aware_v5,0.6117,0.1052,low,0.2141,ai_leveraged,0.6253,0.1075,low,0.2189,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
21524,Audio and video equipment engineer,PROFESSIONALS,4837,3921,6540,2.5,2.5,estimated_sg_submajor,derived_from_official_sg,1.34,external_proxy,0.5290,0.5178,0.5570,0.8051,0.2056,moderate,0.0860,very_low,stable,0.2056,moderate,0.1888,moderate,stable,0.0288,0.4080,0.0816,0.0074,0.5482,balanced,true,0.0809,prefix,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8714,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.6403,0.2486,moderate,0.1847,ai_leveraged,0.5257,0.2041,moderate,0.1516,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
22661,Audiologist,PROFESSIONALS,4884,3963,5800,1.8,1.8,estimated_sg_submajor,derived_from_official_sg,2.62,external_proxy,0.4439,0.7692,0.4293,0.8497,0.0872,low,0.0692,very_low,stable,0.0872,low,0.0804,low,stable,0.0198,0.3910,0.0782,0.0068,0.5521,shielded,true,-0.6524,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,V5,posterior_task_aware_v5,0.4133,0.0811,low,0.1365,ai_leveraged,0.3782,0.0742,low,0.1249,ai_leveraged,direct,Graduate Degree,external_proxy,false,strict,false,false
24112,Auditor (accounting),PROFESSIONALS,5575,4875,7693,5.3,5.3,estimated_sg_submajor,derived_from_official_sg,22.12,external_proxy,0.7959,0.3021,0.5988,0.7904,0.4410,high,0.1153,very_low,at_risk,0.4410,high,0.4002,high,at_risk,0.1004,0.4621,0.0924,0.0243,0.8618,retooling,true,-0.0855,prefix,exact,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_exact_demand|high_risk_but_positive_labour_market,medium,0.8614,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.9046,0.4990,high,0.1637,mixed,0.8704,0.4801,high,0.1574,mixed,direct,University Degree,external_proxy,false,false,false,false
