ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,employment_thousands,employment_basis,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,confidence_level,confidence_score,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
21662,Multimedia (including games) designer,PROFESSIONALS,5319,4497,7584,2.5,estimated_sg_submajor,derived_from_official_sg,2.47,external_proxy,0.7442,0.4813,0.4930,0.8274,0.3194,high,0.1766,very_low,mixed,true,0.0848,false,false,medium,0.6698,direct,University Degree,external_proxy,false,false,false,false
25123,Multimedia (including games) developer,PROFESSIONALS,6331,5422,9496,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8576,0.1872,0.6690,0.7659,0.5338,very_high,0.1074,very_low,mixed,false,,prefix,prefix,high,0.8046,direct,University Degree,external_proxy,false,false,false,false
21663,Multimedia artist and animator,PROFESSIONALS,5000,3775,8177,2.5,estimated_sg_submajor,derived_from_official_sg,2.47,external_proxy,0.7442,0.4813,0.5604,0.8039,0.3103,high,0.2007,low,mixed,true,0.0848,false,false,medium,0.6698,direct,University Degree,external_proxy,false,false,false,false
25220,"Network, servers and computer systems administrator",PROFESSIONALS,4765,3688,6920,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.7665,0.1658,0.6165,0.7842,0.5015,very_high,0.0783,very_low,mixed,false,,false,exact,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
22652,Nutritionist,PROFESSIONALS,4684,3232,8074,1.8,estimated_sg_submajor,derived_from_official_sg,1.27,external_proxy,0.7793,0.9100,0.5736,0.7992,0.0561,low,0.4067,moderate,ai_leveraged,true,-0.2312,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,strict,false,false
22144,Obstetrician/Gynaecologist,PROFESSIONALS,5965,4741,7002,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.4408,0.9554,0.4698,0.8356,0.0164,very_low,0.1979,very_low,ai_leveraged,true,-0.0708,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22631,Occupational health and safety professional,PROFESSIONALS,5000,3263,7313,1.8,estimated_sg_submajor,derived_from_official_sg,1.27,external_proxy,0.6930,0.9100,0.5672,0.8015,0.0500,low,0.3576,low,ai_leveraged,true,-0.2312,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,strict,false,false
22680,Occupational therapist,PROFESSIONALS,4933,4085,6488,1.8,estimated_sg_submajor,derived_from_official_sg,2.99,external_proxy,0.2865,0.9848,0.6145,0.7849,0.0034,very_low,0.1734,very_low,ai_leveraged,true,0.0206,exact,false,high,0.7379,direct,Graduate Degree,external_proxy,false,strict,false,false
24352,Oil and bunker trader,PROFESSIONALS,14896,8610,20000,5.3,estimated_sg_submajor,derived_from_official_sg,12.04,external_proxy,0.8631,0.4242,0.7458,0.7390,0.3672,high,0.2731,low,mixed,true,0.0904,false,false,high,0.7583,direct,University Degree,external_proxy,false,partial,false,false
21212,Operations research analyst,PROFESSIONALS,6352,4760,9530,2.5,estimated_sg_submajor,derived_from_official_sg,1.02,external_proxy,0.8925,0.3520,0.5786,0.7975,0.4612,high,0.1818,very_low,mixed,true,-0.1791,false,false,high,0.7722,direct,Graduate Degree,external_proxy,false,false,false,false
22145,Ophthalmologist,PROFESSIONALS,6804,6205,10257,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.4408,0.9554,0.5379,0.8117,0.0159,very_low,0.2266,low,ai_leveraged,true,-0.0708,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22670,Optometrist,PROFESSIONALS,5241,4342,6191,1.8,estimated_sg_submajor,derived_from_official_sg,2.24,external_proxy,0.3245,0.9394,0.4399,0.8460,0.0166,very_low,0.1341,very_low,ai_leveraged,true,-0.186,false,false,medium,0.6157,direct,Graduate Degree,external_proxy,false,strict,false,false
22135,Orthopaedic surgeon,PROFESSIONALS,5836,5580,6539,1.8,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.2367,0.9554,0.4231,0.8519,0.0090,very_low,0.0957,very_low,stable,true,-0.3485,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22148,"Otorhinolaryngologist/Ear, nose, throat (ENT) specialist",PROFESSIONALS,6624,6097,9707,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.4408,0.9554,0.5162,0.8193,0.0161,very_low,0.2174,low,ai_leveraged,true,-0.0708,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22126,Paediatrician,PROFESSIONALS,5789,4530,6752,1.8,estimated_sg_submajor,derived_from_official_sg,2.54,external_proxy,0.4293,0.9554,0.4652,0.8372,0.0160,very_low,0.1908,very_low,ai_leveraged,true,-0.0056,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
24233,Personnel/Human resource officer,PROFESSIONALS,4000,3370,4605,5.3,estimated_sg_submajor,derived_from_official_sg,7.07,external_proxy,0.8421,0.6123,0.4058,0.8580,0.2801,moderate,0.2093,low,mixed,true,-0.1685,false,false,high,0.8149,direct,University Degree,external_proxy,false,false,false,false
22621,Pharmacist (patient care),PROFESSIONALS,5466,4504,7346,1.8,estimated_sg_submajor,derived_from_official_sg,4.69,external_proxy,0.5278,0.9768,0.4841,0.8306,0.0102,very_low,0.2496,low,ai_leveraged,true,0.065,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,strict,false,false
21341,Pharmacologist,PROFESSIONALS,6706,4313,13118,2.5,estimated_sg_submajor,derived_from_official_sg,1.41,external_proxy,0.5501,0.8128,0.7268,0.7456,0.0768,low,0.3250,low,ai_leveraged,true,-0.2679,prefix,false,high,0.7399,direct,Graduate Degree,external_proxy,false,false,false,false
22640,Physiotherapist,PROFESSIONALS,4814,4235,6200,1.8,estimated_sg_submajor,derived_from_official_sg,2.99,external_proxy,0.2891,0.9848,0.5870,0.7945,0.0035,very_low,0.1671,very_low,ai_leveraged,true,0.0206,exact,false,high,0.7379,direct,Graduate Degree,external_proxy,false,strict,false,false
22692,Podiatrist,PROFESSIONALS,5054,4498,6956,1.8,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.3630,0.9002,0.6091,0.7868,0.0285,very_low,0.1991,very_low,ai_leveraged,false,,exact,false,high,0.8667,direct,Graduate Degree,external_proxy,false,strict,false,false
24220,Policy administration professional (e.g. policy analyst),PROFESSIONALS,5179,4100,8858,5.3,estimated_sg_submajor,derived_from_official_sg,9.76,external_proxy,0.8450,0.3868,0.5639,0.8026,0.4159,high,0.1843,very_low,mixed,true,0.089,false,false,high,0.7416,direct,University Degree,external_proxy,false,false,false,false
21512,Power generation and distribution engineer,PROFESSIONALS,9131,6947,12139,2.5,estimated_sg_submajor,derived_from_official_sg,2.02,external_proxy,0.6018,0.5597,0.6285,0.7800,0.2067,moderate,0.2117,low,ai_leveraged,true,-0.0508,false,false,medium,0.6759,direct,University Degree,external_proxy,false,false,false,false
21415,Process engineer,PROFESSIONALS,5833,4990,7600,2.5,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.5910,0.7861,0.6236,0.7817,0.0988,low,0.2897,low,ai_leveraged,true,-0.5633,exact,false,high,0.9000,direct,University Degree,external_proxy,false,strict,false,false
21498,Procurement engineer,PROFESSIONALS,6500,4906,8956,2.5,estimated_sg_submajor,derived_from_official_sg,2.22,external_proxy,0.5355,0.6783,0.5557,0.8055,0.1388,low,0.2018,low,ai_leveraged,true,-0.0524,false,false,high,0.8333,direct,University Degree,external_proxy,false,strict,false,false
26541,"Producer (stage, film, television, game, commercial, video and radio)",PROFESSIONALS,6736,5000,9273,1.9,estimated_sg_submajor,derived_from_official_sg,2.34,external_proxy,0.6137,0.7968,0.5750,0.7988,0.0996,low,0.2812,low,ai_leveraged,true,-0.0483,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
21632,Product and industrial designer,PROFESSIONALS,5710,4218,7782,2.5,estimated_sg_submajor,derived_from_official_sg,0.82,external_proxy,0.5551,0.6907,0.5324,0.8137,0.1397,low,0.2041,low,ai_leveraged,true,-0.3346,false,false,high,0.7375,direct,University Degree,external_proxy,false,false,false,false
21412,Production engineer,PROFESSIONALS,6251,4862,10083,2.5,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.5910,0.7861,0.6664,0.7668,0.0969,low,0.3096,low,ai_leveraged,true,-0.5633,prefix,false,high,0.8667,direct,University Degree,external_proxy,false,strict,false,false
22128,Psychiatrist,PROFESSIONALS,6886,6489,9312,1.8,estimated_sg_submajor,derived_from_official_sg,2.54,external_proxy,0.4293,0.9554,0.4987,0.8255,0.0158,very_low,0.2045,low,ai_leveraged,true,-0.0056,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
24320,Public relations/Corporate communications professional,PROFESSIONALS,4305,3630,5500,5.3,estimated_sg_submajor,derived_from_official_sg,4.42,external_proxy,0.8609,0.5793,0.4374,0.8469,0.3067,high,0.2181,low,mixed,true,0.1116,false,false,high,0.8333,direct,University Degree,external_proxy,false,partial,false,false
21414,Quality control/assurance engineer,PROFESSIONALS,6310,4794,8471,2.5,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.5910,0.7861,0.6222,0.7822,0.0989,low,0.2890,low,ai_leveraged,true,-0.5633,prefix,false,high,0.8667,direct,University Degree,external_proxy,false,strict,false,false
21494,Quantity surveyor,PROFESSIONALS,5030,4000,6322,2.5,estimated_sg_submajor,derived_from_official_sg,2.22,external_proxy,0.5355,0.6783,0.4652,0.8372,0.1442,low,0.1690,very_low,ai_leveraged,true,-0.0524,false,false,high,0.8333,direct,University Degree,external_proxy,false,strict,false,false
22694,Radiation therapist,PROFESSIONALS,5629,4424,7186,1.8,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.3630,0.9002,0.5659,0.8019,0.0291,very_low,0.1849,very_low,ai_leveraged,false,,prefix,false,high,0.8333,direct,Graduate Degree,external_proxy,false,strict,false,false
22200,"Registered nurse and other nursing professional (e.g. clinical nurse, nurse educator, excluding enrolled nurse)",PROFESSIONALS,5276,4261,6835,1.8,estimated_sg_submajor,derived_from_official_sg,47.48,external_proxy,0.4693,0.9216,0.6241,0.7816,0.0288,very_low,0.2699,low,ai_leveraged,true,0.0957,exact,false,high,0.9000,direct,University Degree,external_proxy,false,false,false,false
24291,Research officer (non-statistical),PROFESSIONALS,5200,4500,6812,5.3,estimated_sg_submajor,derived_from_official_sg,8.73,external_proxy,0.7757,0.5775,0.4566,0.8402,0.2753,moderate,0.2046,low,mixed,true,-0.1512,false,false,high,0.7341,direct,University Degree,external_proxy,false,false,false,false
24315,Revenue specialist,PROFESSIONALS,6387,4340,11000,5.3,estimated_sg_submajor,derived_from_official_sg,3.02,external_proxy,0.8943,0.5865,0.6228,0.7820,0.2892,moderate,0.3266,low,mixed,true,0.101,false,false,high,0.7809,direct,University Degree,external_proxy,false,partial,false,false
21475,Rolling stock engineer,PROFESSIONALS,6795,5444,7939,2.5,estimated_sg_submajor,derived_from_official_sg,1.11,external_proxy,0.6279,0.6863,0.4987,0.8255,0.1626,moderate,0.2149,low,ai_leveraged,true,-0.1178,false,false,medium,0.6024,direct,University Degree,external_proxy,false,strict,false,false
24334,Sales professional (institutional sales of financial products),PROFESSIONALS,9583,6331,16750,5.3,estimated_sg_submajor,derived_from_official_sg,5.72,external_proxy,0.7790,0.5731,0.7238,0.7467,0.2483,moderate,0.3231,low,ai_leveraged,true,0.166,false,false,medium,0.6953,direct,University Degree,external_proxy,false,partial,false,false
26374,School counsellor,PROFESSIONALS,3497,2252,6830,1.9,estimated_sg_submajor,derived_from_official_sg,5.27,external_proxy,0.5752,0.8877,0.5707,0.8002,0.0517,low,0.2914,low,ai_leveraged,true,-0.1401,false,false,high,0.7030,direct,Graduate Degree,external_proxy,false,false,false,false
26412,Script writer and editor,PROFESSIONALS,3945,3369,6737,1.9,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.8538,0.1471,0.5205,0.8178,0.5956,very_high,0.0653,very_low,at_risk,true,0.1328,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
24151,Securities and finance broker,PROFESSIONALS,8508,5817,14351,5.3,estimated_sg_submajor,derived_from_official_sg,6.18,external_proxy,0.8240,0.3387,0.7769,0.7281,0.3968,high,0.2168,low,mixed,true,0.0894,prefix,false,high,0.8228,direct,University Degree,external_proxy,false,false,false,false
24141,Securities and finance dealer,PROFESSIONALS,7896,5200,17203,5.3,estimated_sg_submajor,derived_from_official_sg,3.54,external_proxy,0.8170,0.4109,0.6955,0.7566,0.3642,high,0.2335,low,mixed,true,-0.001,false,false,high,0.8169,direct,University Degree,external_proxy,false,false,false,false
25243,Security operations specialist,PROFESSIONALS,7700,5375,12250,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8342,0.2906,0.7445,0.7394,0.4376,high,0.1805,very_low,mixed,false,,prefix,false,high,0.8214,direct,University Degree,external_proxy,false,false,false,false
21523,Semi-conductor engineer,PROFESSIONALS,6600,5638,8723,2.5,estimated_sg_submajor,derived_from_official_sg,1.34,external_proxy,0.6390,0.5178,0.5864,0.7948,0.2449,moderate,0.1940,very_low,ai_leveraged,true,0.0809,prefix,false,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
21670,Service designer,PROFESSIONALS,8557,5162,12890,2.5,estimated_sg_submajor,derived_from_official_sg,2.08,external_proxy,0.7013,0.3583,0.6984,0.7556,0.3400,high,0.1755,very_low,mixed,true,0.1728,false,false,high,0.7657,direct,University Degree,external_proxy,false,false,false,false
24362,Ship broker (e.g. charter or sales & purchase),PROFESSIONALS,9000,4180,17700,5.3,estimated_sg_submajor,derived_from_official_sg,12.04,external_proxy,0.8631,0.4242,0.7228,0.7470,0.3712,high,0.2647,low,mixed,true,0.0904,false,false,high,0.7583,direct,University Degree,external_proxy,false,partial,false,false
24353,Ship charterer,PROFESSIONALS,12399,6860,18360,5.3,estimated_sg_submajor,derived_from_official_sg,12.04,external_proxy,0.8631,0.4242,0.7515,0.7370,0.3662,high,0.2752,low,mixed,true,0.0904,false,false,high,0.7583,direct,University Degree,external_proxy,false,partial,false,false
26322,Social science researcher,PROFESSIONALS,6600,6250,8917,1.9,estimated_sg_submajor,derived_from_official_sg,0.63,external_proxy,0.6498,0.8930,0.4832,0.8309,0.0577,low,0.2804,low,ai_leveraged,true,0.133,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,false,false,false
26351,Social worker (general),PROFESSIONALS,4405,3920,5374,1.9,estimated_sg_submajor,derived_from_official_sg,5.6,external_proxy,0.3899,0.8601,0.4903,0.8284,0.0452,very_low,0.1644,very_low,ai_leveraged,true,-0.3093,prefix,false,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
25121,Software developer,PROFESSIONALS,8888,6658,13513,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8576,0.1872,0.9198,0.6781,0.4726,high,0.1476,very_low,mixed,false,,exact,exact,high,0.8379,direct,University Degree,external_proxy,false,false,false,false
22662,Speech therapist,PROFESSIONALS,4764,4381,6167,1.8,estimated_sg_submajor,derived_from_official_sg,2.62,external_proxy,0.4237,0.7692,0.4256,0.8510,0.0832,low,0.1387,very_low,ai_leveraged,true,-0.6524,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,strict,false,false
21231,Statistical officer/Data analyst,PROFESSIONALS,8356,5807,12201,2.5,estimated_sg_submajor,derived_from_official_sg,0.27,external_proxy,0.9624,0.1907,0.6670,0.7666,0.5971,very_high,0.1224,very_low,mixed,true,-0.0347,false,false,high,0.8295,direct,University Degree,external_proxy,false,false,false,false
21221,Statistician,PROFESSIONALS,4720,3887,6465,2.5,estimated_sg_submajor,derived_from_official_sg,0.51,external_proxy,0.9216,0.2023,0.5530,0.8064,0.5928,very_high,0.1031,very_low,mixed,true,-0.1202,prefix,false,high,0.8667,direct,Graduate Degree,external_proxy,false,false,false,false
25111,Systems designer/analyst,PROFESSIONALS,6966,5772,9500,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8068,0.4439,0.5436,0.8097,0.3633,high,0.1947,very_low,mixed,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
24113,Tax accountant,PROFESSIONALS,9726,6595,14893,5.3,estimated_sg_submajor,derived_from_official_sg,22.12,external_proxy,0.9063,0.3021,0.8398,0.7061,0.4466,high,0.2299,low,mixed,true,-0.0855,prefix,prefix,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
23103,Teaching assistant/Tutor in university,PROFESSIONALS,5800,4500,6000,15.6,estimated_sg_submajor,derived_from_official_sg,1.44,external_proxy,0.6212,0.8333,0.4386,0.8465,0.0876,low,0.2271,low,ai_leveraged,true,-0.083,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,false,false,false
24331,Technical sales professional,PROFESSIONALS,6850,5104,10250,5.3,estimated_sg_submajor,derived_from_official_sg,5.72,external_proxy,0.7790,0.5731,0.6025,0.7891,0.2624,moderate,0.2690,low,mixed,true,0.166,false,false,medium,0.6953,direct,University Degree,external_proxy,false,partial,false,false
26414,Technical writer,PROFESSIONALS,5891,4368,9392,1.9,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.8538,0.1471,0.5818,0.7964,0.5799,very_high,0.0730,very_low,at_risk,true,0.1328,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
23300,Technical/Vocational/Commercial education institute teacher and trainer,PROFESSIONALS,3800,3360,4542,15.6,estimated_sg_submajor,derived_from_official_sg,11.39,external_proxy,0.4628,0.9037,0.4035,0.8588,0.0383,very_low,0.1688,very_low,ai_leveraged,true,0.0715,false,false,medium,0.5853,direct,University Degree,external_proxy,false,false,false,false
21532,Telecommunications engineer,PROFESSIONALS,6158,4865,10106,2.5,estimated_sg_submajor,derived_from_official_sg,1.08,external_proxy,0.8074,0.1988,0.5850,0.7953,0.5145,very_high,0.0939,very_low,at_risk,true,-0.0747,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
24361,Trade broker,PROFESSIONALS,13500,5768,20000,5.3,estimated_sg_submajor,derived_from_official_sg,12.04,external_proxy,0.8631,0.4242,0.7629,0.7330,0.3643,high,0.2793,low,mixed,true,0.0904,false,false,high,0.7583,direct,University Degree,external_proxy,false,partial,false,false
22301,Traditional Chinese medicine practitioner,PROFESSIONALS,4289,2452,7120,1.8,estimated_sg_submajor,derived_from_official_sg,1.31,external_proxy,0.3160,0.9947,0.5743,0.7990,0.0014,very_low,0.1805,very_low,ai_leveraged,true,0.0684,false,false,high,0.8171,direct,Graduate Degree,external_proxy,false,strict,false,false
24240,Training and staff development professional,PROFESSIONALS,4490,3751,6171,5.3,estimated_sg_submajor,derived_from_official_sg,3.92,external_proxy,0.7812,0.3850,0.4656,0.8371,0.4021,high,0.1400,very_low,mixed,true,-0.1711,false,false,high,0.7365,direct,University Degree,external_proxy,false,false,false,false
26431,Translator,PROFESSIONALS,6456,4776,8924,1.9,estimated_sg_submajor,derived_from_official_sg,1.05,external_proxy,0.9204,0.3886,0.5615,0.8035,0.4522,high,0.2008,low,mixed,true,0.1813,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
24134,Treasury manager,PROFESSIONALS,9405,7750,11795,5.3,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.8788,0.3119,0.7185,0.7485,0.4526,high,0.1970,very_low,mixed,true,0.0353,prefix,prefix,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
23101,University lecturer,PROFESSIONALS,12990,9434,17850,15.6,estimated_sg_submajor,derived_from_official_sg,1.44,external_proxy,0.6212,0.8333,0.6909,0.7582,0.0785,low,0.3576,low,ai_leveraged,true,-0.083,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,false,false,false
21641,Urban planner,PROFESSIONALS,5382,4382,7500,2.5,estimated_sg_submajor,derived_from_official_sg,1.08,external_proxy,0.5319,0.6203,0.4991,0.8253,0.1667,moderate,0.1647,very_low,ai_leveraged,true,-0.1535,false,false,high,0.7681,direct,University Degree,external_proxy,false,false,false,false
22138,Urologist,PROFESSIONALS,6729,6071,9696,1.8,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.2367,0.9554,0.5226,0.8171,0.0086,very_low,0.1182,very_low,stable,true,-0.3485,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22500,Veterinarian,PROFESSIONALS,8500,5492,11390,1.8,estimated_sg_submajor,derived_from_official_sg,1.21,external_proxy,0.3315,0.9982,0.6682,0.7661,0.0005,very_low,0.2211,low,ai_leveraged,true,0.2878,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,strict,false,false
25122,Web and mobile applications developer,PROFESSIONALS,7000,6050,9314,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8576,0.1872,0.7263,0.7458,0.5198,very_high,0.1166,very_low,mixed,false,,exact,prefix,high,0.8379,direct,University Degree,external_proxy,false,false,false,false
33392,Advertising salesman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5500,4651,6120,8.9,estimated_sg_submajor,derived_from_official_sg,18.37,external_proxy,0.7786,0.5027,0.4411,0.8456,0.3274,high,0.1726,very_low,mixed,true,-0.0072,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
31211,Aeronautical engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4481,3235,6054,2.1,estimated_sg_submajor,derived_from_official_sg,1.03,external_proxy,0.2925,0.5490,0.5031,0.8239,0.1087,low,0.0808,very_low,stable,true,-0.2736,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33222,After sales adviser/Client account service executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5620,4054,9583,8.9,estimated_sg_submajor,derived_from_official_sg,8.67,external_proxy,0.8788,0.4367,0.6019,0.7893,0.3907,high,0.2310,low,mixed,true,-0.0206,false,false,high,0.8333,direct,University Degree,external_proxy,false,partial,false,false
31594,Air cargo officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4201,3425,5362,2.1,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.3182,0.6337,0.4261,0.8509,0.0992,low,0.0859,very_low,stable,false,,false,false,medium,0.6667,submajor_fallback,GCE O-Level / Secondary,external_proxy,false,false,false,false
33611,Air transport equipment project executive,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4555,2811,7735,8.9,estimated_sg_submajor,derived_from_official_sg,9.7,external_proxy,0.5732,0.5258,0.5752,0.7987,0.2171,moderate,0.1734,very_low,ai_leveraged,true,0.0755,false,false,medium,0.5465,direct,University Degree,external_proxy,false,false,false,false
31571,Air transport service supervisor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5552,4425,7536,2.1,estimated_sg_submajor,derived_from_official_sg,0.27,external_proxy,0.2762,0.8271,0.5110,0.8212,0.0392,very_low,0.1167,very_low,stable,true,-0.1417,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31152,Air-conditioning/Refrigeration engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4141,2900,5750,2.1,estimated_sg_submajor,derived_from_official_sg,0.58,external_proxy,0.3922,0.4884,0.4982,0.8256,0.1657,moderate,0.0954,very_low,stable,true,0.2547,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33151,Appraiser/Valuer (excluding intangible asset valuer),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5281,3140,8251,8.9,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.7377,0.2255,0.6015,0.7895,0.4510,high,0.1001,very_low,at_risk,false,,false,false,medium,0.6667,submajor_fallback,University Degree,external_proxy,false,false,false,false
31184,Architectural draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4135,3300,5400,2.1,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.3757,0.6337,0.4361,0.8474,0.1166,low,0.1038,very_low,stable,false,,false,false,medium,0.6667,submajor_fallback,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
36202,Art and craft instructor (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3300,2400,4183,6.5,estimated_sg_submajor,derived_from_official_sg,1.44,external_proxy,0.9046,0.3645,0.3998,0.8601,0.4944,high,0.1318,very_low,mixed,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
33152,Assessor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5100,3926,6777,8.9,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.7377,0.2255,0.5021,0.8243,0.4709,high,0.0835,very_low,at_risk,false,,false,false,medium,0.6667,submajor_fallback,University Degree,external_proxy,false,false,false,false
33131,Assistant accountant,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3885,3300,4575,8.9,estimated_sg_submajor,derived_from_official_sg,24.07,external_proxy,0.8939,0.3021,0.3691,0.8708,0.5432,very_high,0.0997,very_low,at_risk,true,-0.0855,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
31001,Assistant civil and structural engineer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4110,3300,5838,2.1,estimated_sg_submajor,derived_from_official_sg,1.23,external_proxy,0.3814,0.4955,0.4668,0.8366,0.1610,moderate,0.0882,very_low,stable,true,-0.1379,false,false,high,0.7759,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31002,Assistant electrical engineer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4871,3800,6579,2.1,estimated_sg_submajor,derived_from_official_sg,1.23,external_proxy,0.3814,0.4955,0.4935,0.8273,0.1592,moderate,0.0933,very_low,stable,true,-0.1379,false,false,high,0.7759,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31003,Assistant electronics engineer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4632,3600,7078,2.1,estimated_sg_submajor,derived_from_official_sg,1.23,external_proxy,0.3814,0.4955,0.5235,0.8168,0.1572,moderate,0.0989,very_low,stable,true,-0.1379,false,false,high,0.7759,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31006,Assistant manufacturing engineer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4003,3328,5544,2.1,estimated_sg_submajor,derived_from_official_sg,1.23,external_proxy,0.3814,0.4955,0.4311,0.8491,0.1634,moderate,0.0815,very_low,stable,true,-0.1379,false,false,high,0.7759,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31004,Assistant mechanical engineer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3983,3272,4800,2.1,estimated_sg_submajor,derived_from_official_sg,1.23,external_proxy,0.3814,0.4955,0.3923,0.8627,0.1660,moderate,0.0741,very_low,stable,true,-0.1379,false,false,high,0.7759,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
34210,Athlete/Sportsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2658,2415,4000,2.6,estimated_sg_submajor,derived_from_official_sg,1.51,external_proxy,0.5122,0.7130,0.3566,0.8752,0.1286,low,0.1302,very_low,ai_leveraged,true,-0.0915,false,false,high,0.7966,direct,University Degree,external_proxy,false,false,false,false
