ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,employment_thousands,employment_basis,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,confidence_level,confidence_score,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
21711,Chief engineer/Second engineer (ship),PROFESSIONALS,8339,6231,11456,2.5,estimated_sg_submajor,derived_from_official_sg,0.12,external_proxy,0.3458,0.8378,0.7056,0.7530,0.0422,very_low,0.2044,low,ai_leveraged,true,-0.0176,prefix,false,medium,0.5333,direct,University Degree,external_proxy,false,false,false,false
21421,Civil engineer,PROFESSIONALS,6500,4900,8165,2.5,estimated_sg_submajor,derived_from_official_sg,1,external_proxy,0.6836,0.5357,0.5237,0.8167,0.2592,moderate,0.1917,very_low,mixed,true,-0.3375,false,false,high,0.8333,direct,University Degree,external_proxy,false,strict,false,false
26341,Clinical psychologist,PROFESSIONALS,5495,4850,7024,1.9,estimated_sg_submajor,derived_from_official_sg,5.95,external_proxy,0.4749,0.7406,0.5995,0.7902,0.0973,low,0.2109,low,ai_leveraged,true,-0.2707,exact,false,high,0.7795,direct,University Degree,external_proxy,false,false,false,false
21347,Clinical research professional,PROFESSIONALS,8990,6632,13632,2.5,estimated_sg_submajor,derived_from_official_sg,1.41,external_proxy,0.5501,0.8128,0.7548,0.7358,0.0758,low,0.3375,low,ai_leveraged,true,-0.2679,prefix,false,high,0.7399,direct,Graduate Degree,external_proxy,false,false,false,false
25231,Cloud specialist,PROFESSIONALS,9583,7001,15176,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.7030,0.3253,0.8471,0.7035,0.3337,high,0.1937,very_low,mixed,false,,exact,false,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
21721,Commercial airline pilot,PROFESSIONALS,13878,11594,17003,2.5,estimated_sg_submajor,derived_from_official_sg,1.09,external_proxy,0.2097,0.9813,0.6114,0.7860,0.0031,very_low,0.1258,very_low,ai_leveraged,true,-0.123,false,false,high,0.8113,direct,University Degree,external_proxy,false,false,false,false
24154,Commodities and freight derivatives broker,PROFESSIONALS,12000,8205,18662,5.3,estimated_sg_submajor,derived_from_official_sg,6.18,external_proxy,0.8240,0.3387,0.8101,0.7165,0.3904,high,0.2261,low,mixed,true,0.0894,prefix,false,high,0.8228,direct,University Degree,external_proxy,false,false,false,false
24351,Commodities trader (excluding oil and bunker),PROFESSIONALS,16000,8800,20000,5.3,estimated_sg_submajor,derived_from_official_sg,12.04,external_proxy,0.8631,0.4242,0.7436,0.7397,0.3676,high,0.2723,low,mixed,true,0.0904,false,false,high,0.7583,direct,University Degree,external_proxy,false,partial,false,false
24132,Compliance officer/Risk analyst (financial),PROFESSIONALS,7395,5500,13048,5.3,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.8788,0.3119,0.7884,0.7241,0.4378,high,0.2161,low,mixed,true,0.0353,prefix,prefix,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
21522,Computer engineer,PROFESSIONALS,6061,5572,6679,2.5,estimated_sg_submajor,derived_from_official_sg,1.34,external_proxy,0.6390,0.5178,0.5128,0.8205,0.2528,moderate,0.1697,very_low,mixed,true,0.0809,prefix,false,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
26413,Content writer,PROFESSIONALS,5250,4327,8097,1.9,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.8538,0.1471,0.5272,0.8155,0.5938,very_high,0.0662,very_low,at_risk,true,0.1328,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
26373,Counsellor (family),PROFESSIONALS,4350,3700,5300,1.9,estimated_sg_submajor,derived_from_official_sg,5.27,external_proxy,0.5752,0.8877,0.4217,0.8524,0.0551,low,0.2153,low,ai_leveraged,true,-0.1401,false,false,high,0.7030,direct,Graduate Degree,external_proxy,false,false,false,false
24311,Creative advertising professional,PROFESSIONALS,7089,4975,10415,5.3,estimated_sg_submajor,derived_from_official_sg,3.02,external_proxy,0.8943,0.5865,0.6274,0.7804,0.2886,moderate,0.3290,low,mixed,true,0.101,false,false,high,0.7809,direct,University Degree,external_proxy,false,partial,false,false
26212,Curator,PROFESSIONALS,5595,4610,8000,1.9,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.5531,0.5811,0.5080,0.8222,0.1905,moderate,0.1633,very_low,ai_leveraged,true,0.1079,false,false,medium,0.5641,direct,Graduate Degree,external_proxy,false,false,false,false
25241,Cyber risk specialist,PROFESSIONALS,10071,7579,13583,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8342,0.2906,0.8049,0.7183,0.4251,high,0.1951,very_low,mixed,false,,exact,false,high,0.8548,direct,University Degree,external_proxy,false,false,false,false
25245,Cybersecurity architect,PROFESSIONALS,7826,5738,11236,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8342,0.2906,0.7806,0.7268,0.4301,high,0.1892,very_low,mixed,false,,exact,false,high,0.8548,direct,University Degree,external_proxy,false,false,false,false
25291,Data centre engineer,PROFESSIONALS,4863,3870,6361,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8139,0.2406,0.4752,0.8337,0.5153,very_high,0.0931,very_low,at_risk,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
21222,Data scientist,PROFESSIONALS,9047,6890,12132,2.5,estimated_sg_submajor,derived_from_official_sg,0.51,external_proxy,0.9216,0.2023,0.7806,0.7268,0.5343,very_high,0.1455,very_low,mixed,true,-0.1202,exact,false,high,0.9000,direct,Graduate Degree,external_proxy,false,false,false,false
25211,Database administrator,PROFESSIONALS,6717,3440,10264,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8935,0.1061,0.6470,0.7735,0.6179,very_high,0.0613,very_low,at_risk,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
25212,Database architect,PROFESSIONALS,11153,7410,14942,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8935,0.1061,0.6976,0.7558,0.6037,very_high,0.0661,very_low,at_risk,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
22122,Dermatologist,PROFESSIONALS,9035,6776,9982,1.8,estimated_sg_submajor,derived_from_official_sg,2.54,external_proxy,0.4293,0.9554,0.5707,0.8002,0.0153,very_low,0.2341,low,ai_leveraged,true,-0.0056,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22142,Diagnostic radiologist,PROFESSIONALS,7016,6486,9282,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.4408,0.9554,0.5058,0.8230,0.0162,very_low,0.2131,low,ai_leveraged,true,-0.0708,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22651,Dietitian,PROFESSIONALS,4708,4044,6232,1.8,estimated_sg_submajor,derived_from_official_sg,1.27,external_proxy,0.7793,0.9100,0.4499,0.8425,0.0591,low,0.3190,low,ai_leveraged,true,-0.2312,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,strict,false,false
24314,"Digital marketing professional (e.g. online, social media, e-commerce marketing professional)",PROFESSIONALS,5300,3679,8235,5.3,estimated_sg_submajor,derived_from_official_sg,3.02,external_proxy,0.8943,0.5865,0.5743,0.7990,0.2955,moderate,0.3012,low,mixed,true,0.101,false,false,high,0.7809,direct,University Degree,external_proxy,false,partial,false,false
26542,"Director (stage, film, television, game, commercial, video and radio)",PROFESSIONALS,11998,9479,15657,1.9,estimated_sg_submajor,derived_from_official_sg,2.34,external_proxy,0.6137,0.7968,0.6381,0.7767,0.0969,low,0.3120,low,ai_leveraged,true,-0.0483,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
23622,Early intervention teacher for infants and children,PROFESSIONALS,4019,3300,4951,15.6,estimated_sg_submajor,derived_from_official_sg,1.36,external_proxy,0.5062,0.6934,0.4338,0.8482,0.1316,low,0.1523,very_low,ai_leveraged,true,-0.0743,false,false,medium,0.5000,direct,University Degree,external_proxy,false,false,false,false
26310,Economist,PROFESSIONALS,6080,4848,20000,1.9,estimated_sg_submajor,derived_from_official_sg,0.25,external_proxy,0.8862,0.5330,0.6251,0.7812,0.3233,high,0.2953,low,mixed,true,-0.1628,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,false,false,false
26422,Editor (news and periodicals),PROFESSIONALS,10800,7444,15038,1.9,estimated_sg_submajor,derived_from_official_sg,0.69,external_proxy,0.8246,0.7014,0.6962,0.7563,0.1862,moderate,0.4027,moderate,ai_leveraged,true,-0.023,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
26544,"Editor (radio, television and video)",PROFESSIONALS,6909,5246,9859,1.9,estimated_sg_submajor,derived_from_official_sg,2.34,external_proxy,0.6137,0.7968,0.5871,0.7945,0.0991,low,0.2871,low,ai_leveraged,true,-0.0483,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
21511,Electrical engineer,PROFESSIONALS,6000,4687,8155,2.5,estimated_sg_submajor,derived_from_official_sg,2.02,external_proxy,0.6018,0.5597,0.5219,0.8173,0.2166,moderate,0.1758,very_low,ai_leveraged,true,-0.0508,false,false,medium,0.6759,direct,University Degree,external_proxy,false,false,false,false
21521,Electronics engineer,PROFESSIONALS,7861,6092,9135,2.5,estimated_sg_submajor,derived_from_official_sg,1.34,external_proxy,0.6390,0.5178,0.6993,0.7552,0.2327,moderate,0.2314,low,ai_leveraged,true,0.0809,exact,false,high,0.9000,direct,University Degree,external_proxy,false,false,false,false
21526,Embedded systems engineer (including port systems engineer),PROFESSIONALS,8085,6110,10443,2.5,estimated_sg_submajor,derived_from_official_sg,1.34,external_proxy,0.6390,0.5178,0.6735,0.7643,0.2355,moderate,0.2229,low,ai_leveraged,true,0.0809,prefix,false,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
22143,Emergency physician,PROFESSIONALS,6575,6131,7185,1.8,estimated_sg_submajor,derived_from_official_sg,1.9,external_proxy,0.4408,0.9554,0.4502,0.8424,0.0165,very_low,0.1896,very_low,ai_leveraged,true,-0.0708,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
21496,Energy engineer,PROFESSIONALS,12425,7883,20000,2.5,estimated_sg_submajor,derived_from_official_sg,2.22,external_proxy,0.5355,0.6783,0.7479,0.7382,0.1272,low,0.2716,low,ai_leveraged,true,-0.0524,false,false,high,0.8333,direct,University Degree,external_proxy,false,strict,false,false
25113,Enterprise/Solution architect,PROFESSIONALS,12137,7950,16737,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8068,0.4439,0.7169,0.7491,0.3361,high,0.2567,low,mixed,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
21430,Environmental engineer,PROFESSIONALS,5710,4963,7127,2.5,estimated_sg_submajor,derived_from_official_sg,0.55,external_proxy,0.7006,0.8663,0.6025,0.7891,0.0739,low,0.3657,low,ai_leveraged,true,-0.503,exact,false,high,0.9000,direct,Graduate Degree,external_proxy,false,strict,false,false
21331,Environmental officer (environmental protection),PROFESSIONALS,7210,5500,11550,2.5,estimated_sg_submajor,derived_from_official_sg,1.24,external_proxy,0.5597,0.7647,0.6313,0.7790,0.1026,low,0.2702,low,ai_leveraged,true,-0.5922,false,false,high,0.7752,direct,Graduate Degree,external_proxy,false,false,false,false
22632,Environmental officer (public health),PROFESSIONALS,8752,6528,11000,1.8,estimated_sg_submajor,derived_from_official_sg,1.27,external_proxy,0.6930,0.9100,0.6049,0.7883,0.0492,very_low,0.3815,low,ai_leveraged,true,-0.2312,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,strict,false,false
24232,Executive search consultant,PROFESSIONALS,5709,4750,8000,5.3,estimated_sg_submajor,derived_from_official_sg,7.07,external_proxy,0.8421,0.6123,0.4991,0.8253,0.2695,moderate,0.2573,low,mixed,true,-0.1685,false,false,high,0.8149,direct,University Degree,external_proxy,false,false,false,false
21631,Fashion designer,PROFESSIONALS,3500,2552,4868,2.5,estimated_sg_submajor,derived_from_official_sg,0.82,external_proxy,0.5551,0.6907,0.5051,0.8232,0.1413,low,0.1937,very_low,ai_leveraged,true,-0.3346,false,false,high,0.7375,direct,University Degree,external_proxy,false,false,false,false
24131,"Financial analyst (e.g. equities analyst, credit analyst, investment research analyst)",PROFESSIONALS,7500,5460,10784,5.3,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.8788,0.3119,0.7517,0.7369,0.4456,high,0.2061,low,mixed,true,0.0353,prefix,prefix,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
24135,Financial product structurer,PROFESSIONALS,12321,8120,17053,5.3,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.8788,0.3119,0.8483,0.7031,0.4251,high,0.2326,low,mixed,true,0.0353,prefix,prefix,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
24121,Financial/Investment adviser (e.g. relationship manager),PROFESSIONALS,8000,5225,13165,5.3,estimated_sg_submajor,derived_from_official_sg,5.85,external_proxy,0.7454,0.5927,0.8352,0.7077,0.2149,moderate,0.3690,low,ai_leveraged,true,0.1056,exact,false,high,0.9000,direct,University Degree,external_proxy,false,false,false,false
21723,Flying instructor (except air force),PROFESSIONALS,20000,8050,30000,2.5,estimated_sg_submajor,derived_from_official_sg,1.09,external_proxy,0.2097,0.9813,0.7734,0.7293,0.0029,very_low,0.1591,very_low,ai_leveraged,true,-0.123,false,false,high,0.8113,direct,University Degree,external_proxy,false,false,false,false
21454,Food and drink technologist,PROFESSIONALS,4261,3187,6520,2.5,estimated_sg_submajor,derived_from_official_sg,2.69,external_proxy,0.6523,0.6043,0.6811,0.7616,0.1966,moderate,0.2685,low,ai_leveraged,true,-0.2657,exact,false,high,0.9000,direct,University Degree,external_proxy,false,strict,false,false
24152,Foreign exchange broker,PROFESSIONALS,19750,15010,27266,5.3,estimated_sg_submajor,derived_from_official_sg,6.18,external_proxy,0.8240,0.3387,0.7669,0.7316,0.3987,high,0.2140,low,mixed,true,0.0894,prefix,false,high,0.8228,direct,University Degree,external_proxy,false,false,false,false
24142,Foreign exchange dealer,PROFESSIONALS,13583,8863,20000,5.3,estimated_sg_submajor,derived_from_official_sg,3.54,external_proxy,0.8170,0.4109,0.7369,0.7421,0.3572,high,0.2473,low,mixed,true,-0.001,false,false,high,0.8169,direct,University Degree,external_proxy,false,false,false,false
24133,Fund/Portfolio manager (including asset allocator),PROFESSIONALS,12060,7700,19500,5.3,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.8788,0.3119,0.8733,0.6944,0.4199,high,0.2394,low,mixed,true,0.0353,prefix,prefix,high,0.8667,direct,University Degree,external_proxy,false,false,false,false
22611,General dental practitioner,PROFESSIONALS,5163,5001,5540,1.8,estimated_sg_submajor,derived_from_official_sg,0.95,external_proxy,0.1848,1.0000,0.4016,0.8595,0.0000,very_low,0.0742,very_low,stable,true,0.0933,false,false,high,0.8087,direct,Graduate Degree,external_proxy,false,strict,false,false
22110,General practitioner/physician,PROFESSIONALS,6335,5749,10021,1.8,estimated_sg_submajor,derived_from_official_sg,0.65,external_proxy,0.2409,0.9554,0.5354,0.8126,0.0087,very_low,0.1232,very_low,ai_leveraged,true,-0.3485,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
22131,General surgeon,PROFESSIONALS,5580,4530,6290,1.8,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.2367,0.9554,0.4399,0.8460,0.0089,very_low,0.0995,very_low,stable,true,-0.3485,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
21661,Graphic designer,PROFESSIONALS,3765,3010,4496,2.5,estimated_sg_submajor,derived_from_official_sg,2.47,external_proxy,0.7442,0.4813,0.4295,0.8497,0.3280,high,0.1538,very_low,mixed,true,0.0848,false,false,medium,0.6698,direct,University Degree,external_proxy,false,false,false,false
24231,Human resource consultant (excluding executive search consultant),PROFESSIONALS,8800,6196,20000,5.3,estimated_sg_submajor,derived_from_official_sg,7.07,external_proxy,0.8421,0.6123,0.7162,0.7493,0.2446,moderate,0.3693,low,ai_leveraged,true,-0.1685,false,false,high,0.8149,direct,University Degree,external_proxy,false,false,false,false
21652,Hydrographic surveyor,PROFESSIONALS,5450,3975,7882,2.5,estimated_sg_submajor,derived_from_official_sg,0.19,external_proxy,0.6765,0.2843,0.5465,0.8087,0.3916,high,0.1051,very_low,at_risk,true,-0.0147,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
25152,ICT auditor,PROFESSIONALS,12311,10512,15582,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8342,0.2906,0.6096,0.7866,0.4656,high,0.1478,very_low,mixed,false,,false,false,high,0.7881,direct,University Degree,external_proxy,false,false,false,false
25112,ICT business process consultant/Business analyst,PROFESSIONALS,8500,6264,11043,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8068,0.4439,0.6201,0.7830,0.3513,high,0.2221,low,mixed,false,,false,false,high,0.8000,direct,University Degree,external_proxy,false,false,false,false
25151,ICT quality assurance specialist,PROFESSIONALS,7666,4797,14424,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.8342,0.2906,0.6827,0.7611,0.4504,high,0.1655,very_low,mixed,false,,false,false,high,0.7881,direct,University Degree,external_proxy,false,false,false,false
24333,ICT sales and services professional,PROFESSIONALS,8433,4300,16132,5.3,estimated_sg_submajor,derived_from_official_sg,5.72,external_proxy,0.7790,0.5731,0.7096,0.7516,0.2500,moderate,0.3168,low,mixed,true,0.166,false,false,medium,0.6953,direct,University Degree,external_proxy,false,partial,false,false
26343,Industrial and organisational psychologist,PROFESSIONALS,6706,5277,8762,1.9,estimated_sg_submajor,derived_from_official_sg,5.95,external_proxy,0.4749,0.7406,0.6145,0.7849,0.0967,low,0.2162,low,ai_leveraged,true,-0.2707,prefix,false,high,0.7461,direct,University Degree,external_proxy,false,false,false,false
21442,Industrial machinery and tools engineer,PROFESSIONALS,6000,4642,7620,2.5,estimated_sg_submajor,derived_from_official_sg,4.1,external_proxy,0.6325,0.7362,0.5026,0.8241,0.1375,low,0.2340,low,ai_leveraged,true,-0.1104,false,false,high,0.8333,direct,University Degree,external_proxy,false,strict,false,false
24234,Industrial relations officer,PROFESSIONALS,5292,4078,6528,5.3,estimated_sg_submajor,derived_from_official_sg,7.07,external_proxy,0.8421,0.6123,0.4738,0.8342,0.2723,moderate,0.2443,low,mixed,true,-0.1685,false,false,high,0.8149,direct,University Degree,external_proxy,false,false,false,false
21493,Industrial safety engineer,PROFESSIONALS,6602,4649,9009,2.5,estimated_sg_submajor,derived_from_official_sg,2.22,external_proxy,0.5355,0.6783,0.5789,0.7974,0.1374,low,0.2103,low,ai_leveraged,true,-0.0524,false,false,high,0.8333,direct,University Degree,external_proxy,false,strict,false,false
26112,"In-house legal counsel (except judiciary, ministries and statutory boards)",PROFESSIONALS,17972,12000,22218,1.9,estimated_sg_submajor,derived_from_official_sg,6.18,external_proxy,0.6890,0.8913,0.6937,0.7572,0.0567,low,0.4260,moderate,ai_leveraged,true,-0.142,false,false,high,0.8080,direct,Graduate Degree,external_proxy,false,strict,false,false
21525,Instrumentation engineer,PROFESSIONALS,6945,4142,8775,2.5,estimated_sg_submajor,derived_from_official_sg,1.34,external_proxy,0.6390,0.5178,0.7706,0.7303,0.2250,moderate,0.2550,low,ai_leveraged,true,0.0809,exact,false,high,0.9000,direct,University Degree,external_proxy,false,false,false,false
24160,Insurance underwriter,PROFESSIONALS,6991,4800,12200,5.3,estimated_sg_submajor,derived_from_official_sg,1.78,external_proxy,0.7791,0.1533,0.6538,0.7712,0.5087,very_high,0.0781,very_low,at_risk,true,-0.3713,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
24251,Intellectual property agent,PROFESSIONALS,4464,3111,5300,5.3,estimated_sg_submajor,derived_from_official_sg,2.99,external_proxy,0.8421,0.0472,0.4752,0.8337,0.6689,very_high,0.0189,very_low,at_risk,true,-0.0067,false,false,high,0.8333,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
21664,Interaction designer,PROFESSIONALS,7883,5913,11400,2.5,estimated_sg_submajor,derived_from_official_sg,2.47,external_proxy,0.7442,0.4813,0.6285,0.7800,0.3011,high,0.2251,low,mixed,true,0.0848,false,false,medium,0.6698,direct,University Degree,external_proxy,false,false,false,false
22124,Internal medicine physician,PROFESSIONALS,6391,6071,8186,1.8,estimated_sg_submajor,derived_from_official_sg,2.54,external_proxy,0.4293,0.9554,0.4613,0.8386,0.0160,very_low,0.1892,very_low,ai_leveraged,true,-0.0056,false,false,high,0.7000,submajor_fallback,Graduate Degree,external_proxy,false,strict,false,false
25232,IT infrastructure specialist,PROFESSIONALS,7881,5718,10740,4.2,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.7030,0.3253,0.7028,0.7540,0.3577,high,0.1607,very_low,mixed,false,,prefix,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
26421,Journalist,PROFESSIONALS,6000,4779,8423,1.9,estimated_sg_submajor,derived_from_official_sg,0.69,external_proxy,0.8246,0.7014,0.5294,0.8147,0.2006,moderate,0.3062,low,ai_leveraged,true,-0.023,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
21651,Land surveyor,PROFESSIONALS,5000,3185,6351,2.5,estimated_sg_submajor,derived_from_official_sg,0.19,external_proxy,0.6765,0.2843,0.5379,0.8117,0.3930,high,0.1035,very_low,at_risk,true,-0.0147,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
21621,Landscape architect,PROFESSIONALS,6145,5500,10102,2.5,estimated_sg_submajor,derived_from_official_sg,0.31,external_proxy,0.4780,0.6684,0.5461,0.8089,0.1282,low,0.1745,very_low,ai_leveraged,true,-0.5891,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
26221,Librarian,PROFESSIONALS,6659,5352,8470,1.9,estimated_sg_submajor,derived_from_official_sg,1.99,external_proxy,0.7817,0.6667,0.5172,0.8190,0.2134,moderate,0.2696,low,ai_leveraged,true,0.1581,false,false,high,0.7000,submajor_fallback,University Degree,external_proxy,false,false,false,false
21513,Lift engineer,PROFESSIONALS,4842,3811,6622,2.5,estimated_sg_submajor,derived_from_official_sg,2.02,external_proxy,0.6018,0.5597,0.4916,0.8279,0.2194,moderate,0.1656,very_low,ai_leveraged,true,-0.0508,false,false,medium,0.6759,direct,University Degree,external_proxy,false,false,false,false
24211,Management consultant,PROFESSIONALS,10799,6053,17995,5.3,estimated_sg_submajor,derived_from_official_sg,15.05,external_proxy,0.7598,0.7166,0.7418,0.7404,0.1594,moderate,0.4039,moderate,ai_leveraged,true,-0.1624,false,false,high,0.8333,direct,Graduate Degree,external_proxy,false,false,false,false
21411,Manufacturing engineer,PROFESSIONALS,4589,2596,6860,2.5,estimated_sg_submajor,derived_from_official_sg,5.16,external_proxy,0.5910,0.7861,0.6571,0.7700,0.0973,low,0.3053,low,ai_leveraged,true,-0.5633,prefix,false,high,0.8667,direct,University Degree,external_proxy,false,strict,false,false
21473,Marine engineer,PROFESSIONALS,4603,4130,5700,2.5,estimated_sg_submajor,derived_from_official_sg,1.11,external_proxy,0.6279,0.6863,0.4171,0.8540,0.1682,moderate,0.1797,very_low,ai_leveraged,true,-0.1178,false,false,medium,0.6024,direct,University Degree,external_proxy,false,strict,false,false
21714,Marine superintendent,PROFESSIONALS,9600,6580,14426,2.5,estimated_sg_submajor,derived_from_official_sg,0.12,external_proxy,0.3458,0.8378,0.8505,0.7023,0.0394,very_low,0.2464,low,ai_leveraged,true,-0.0176,exact,false,medium,0.5667,direct,University Degree,external_proxy,false,false,false,false
21712,Marine superintendent (engineer),PROFESSIONALS,7638,5800,10240,2.5,estimated_sg_submajor,derived_from_official_sg,0.12,external_proxy,0.3458,0.8378,0.7460,0.7389,0.0415,very_low,0.2162,low,ai_leveraged,true,-0.0176,exact,false,medium,0.5667,direct,University Degree,external_proxy,false,false,false,false
24312,Market research professional,PROFESSIONALS,7000,5437,9167,5.3,estimated_sg_submajor,derived_from_official_sg,3.02,external_proxy,0.8943,0.5865,0.5545,0.8059,0.2980,moderate,0.2908,low,mixed,true,0.101,false,false,high,0.7809,direct,University Degree,external_proxy,false,partial,false,false
24313,Marketing strategy/planning professional,PROFESSIONALS,8060,4600,11785,5.3,estimated_sg_submajor,derived_from_official_sg,3.02,external_proxy,0.8943,0.5865,0.6880,0.7592,0.2808,moderate,0.3608,low,mixed,true,0.101,false,false,high,0.7809,direct,University Degree,external_proxy,false,partial,false,false
21492,Materials engineer,PROFESSIONALS,8643,6592,10805,2.5,estimated_sg_submajor,derived_from_official_sg,2.22,external_proxy,0.5355,0.6783,0.5946,0.7919,0.1364,low,0.2160,low,ai_leveraged,true,-0.0524,false,false,high,0.8333,direct,University Degree,external_proxy,false,strict,false,false
21441,Mechanical engineer,PROFESSIONALS,6205,4900,8678,2.5,estimated_sg_submajor,derived_from_official_sg,4.1,external_proxy,0.6325,0.7362,0.5397,0.8111,0.1353,low,0.2513,low,ai_leveraged,true,-0.1104,false,false,high,0.8333,direct,University Degree,external_proxy,false,strict,false,false
21531,Media and broadcasting engineer,PROFESSIONALS,6049,5012,8631,2.5,estimated_sg_submajor,derived_from_official_sg,1.08,external_proxy,0.8074,0.1988,0.5187,0.8185,0.5295,very_high,0.0832,very_low,at_risk,true,-0.0747,false,false,high,0.8333,direct,University Degree,external_proxy,false,false,false,false
24332,Medical and pharmaceutical products sales professional,PROFESSIONALS,7259,5524,11385,5.3,estimated_sg_submajor,derived_from_official_sg,5.72,external_proxy,0.7790,0.5731,0.6285,0.7800,0.2594,moderate,0.2806,low,mixed,true,0.166,false,false,medium,0.6953,direct,University Degree,external_proxy,false,partial,false,false
22693,Medical diagnostic radiographer,PROFESSIONALS,5716,4606,7253,1.8,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.3630,0.9002,0.6295,0.7797,0.0283,very_low,0.2057,low,ai_leveraged,false,,exact,false,high,0.8667,direct,Graduate Degree,external_proxy,false,strict,false,false
21342,Medical laboratory scientist,PROFESSIONALS,5979,5412,7443,2.5,estimated_sg_submajor,derived_from_official_sg,1.41,external_proxy,0.5501,0.8128,0.5295,0.8147,0.0839,low,0.2368,low,ai_leveraged,true,-0.2679,prefix,false,high,0.7399,direct,Graduate Degree,external_proxy,false,false,false,false
21346,Medical scientist,PROFESSIONALS,5833,5400,6500,2.5,estimated_sg_submajor,derived_from_official_sg,1.41,external_proxy,0.5501,0.8128,0.5051,0.8232,0.0848,low,0.2258,low,ai_leveraged,true,-0.2679,prefix,false,high,0.7399,direct,Graduate Degree,external_proxy,false,false,false,false
26353,Medical social worker,PROFESSIONALS,4915,4203,6513,1.9,estimated_sg_submajor,derived_from_official_sg,5.6,external_proxy,0.3899,0.8601,0.6070,0.7876,0.0430,very_low,0.2035,low,ai_leveraged,true,-0.3093,exact,false,high,0.9000,direct,University Degree,external_proxy,false,false,false,false
26361,Minister of religion,PROFESSIONALS,6637,4472,12804,1.9,estimated_sg_submajor,derived_from_official_sg,2.81,external_proxy,0.4646,0.9144,0.6406,0.7758,0.0308,very_low,0.2722,low,ai_leveraged,true,-0.1532,false,false,high,0.7973,direct,Graduate Degree,external_proxy,false,false,false,false
