ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_family_code,employment_family_total_thousands,employment_weight_within_family,employment_estimate_method,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,structural_risk,structural_risk_band,transition_adjusted_risk,transition_adjusted_band,transition_adjusted_impact_type,realized_risk_proxy,adaptation_capacity,adaptation_buffer,demand_fragility,reallocation_capacity,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,scoring_basis,baseline_v42_exposure,baseline_v42_net_risk,baseline_v42_risk_band,baseline_v42_augmentation,baseline_v42_impact_type,baseline_v43_exposure,baseline_v43_net_risk,baseline_v43_risk_band,baseline_v43_augmentation,baseline_v43_impact_type,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
74001,Lift supervisor,CRAFTSMEN AND RELATED TRADES WORKERS,4813,4142,6730,1.4,1.4,estimated_sg_submajor_weighted_2025,74,7.2,0.194175,wage_only,derived_from_official_sg,,external_proxy,0.5124,0.9314,0.3778,0.8300,0.0292,very_low,0.1803,very_low,ai_leveraged,,,,,,,,,,,,true,0.2902,false,false,reliability_weighted,divergent,2,aioe:0.4780|anthropic:0.5220,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6674,0.5500,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
72222,Locksmith,CRAFTSMEN AND RELATED TRADES WORKERS,3285,3131,4609,1.3,1.3,estimated_sg_submajor_weighted_2025,72,10.8,0.116521,wage_only,derived_from_official_sg,,external_proxy,0.1606,0.2299,0.2518,0.8867,0.1096,low,0.0093,very_low,stable,,,,,,,,,,,,true,-0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8339,1.0000,0.9500,0.4000,,,,,,,,,,,,,direct,,external_proxy,false,,,false
72391,Machinery mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,2910,1800,4100,1.2,1.2,estimated_sg_submajor_weighted_2025,72,10.8,0.109669,wage_only,derived_from_official_sg,,external_proxy,0.1897,0.5980,0.3806,0.8287,0.0632,low,0.0432,very_low,stable,,,,,,,,,,,,true,0.2409,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,low_risk_but_high_observed_usage,medium,0.7375,0.8200,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
73113,Medical device assembler/repairer,CRAFTSMEN AND RELATED TRADES WORKERS,3714,2791,5076,0.8,0.8,estimated_sg_submajor_weighted_2025,73,3.5,0.237502,wage_only,derived_from_official_sg,,external_proxy,0.1945,0.1114,0.3357,0.8489,0.1467,low,0.0073,very_low,stable,,,,,,,,,,,,true,-0.1515,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
72110,Metal moulder and coremaker,CRAFTSMEN AND RELATED TRADES WORKERS,3384,2626,3940,1.3,1.3,estimated_sg_submajor_weighted_2025,72,10.8,0.118264,wage_only,derived_from_official_sg,,external_proxy,0.1299,0.2299,0.2669,0.8799,0.0880,low,0.0080,very_low,stable,,,,,,,,,,,,true,-0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8414,1.0000,0.9500,0.4000,,,,,,,,,,,,,direct,,external_proxy,false,,,false
75122,Pastry and confectionery maker,CRAFTSMEN AND RELATED TRADES WORKERS,2413,1500,3236,1.3,1.3,estimated_sg_submajor_weighted_2025,75,10.1,0.133425,wage_only,derived_from_official_sg,,external_proxy,0.1757,0.1007,0.3079,0.8614,0.1361,low,0.0054,very_low,stable,,,,,,,,,,,,true,-0.0856,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
71261,Plumber,CRAFTSMEN AND RELATED TRADES WORKERS,2400,1600,2880,2.4,2.4,estimated_sg_submajor_weighted_2025,71,19.9,0.120950,wage_only,derived_from_official_sg,,external_proxy,0.1293,0.8645,0.3204,0.8558,0.0150,very_low,0.0358,very_low,stable,,,,,,,,,,,,true,0.2198,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.8226,1.0000,0.8500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
73210,Pre-press trades worker,CRAFTSMEN AND RELATED TRADES WORKERS,3568,3118,3967,0.8,0.8,estimated_sg_submajor_weighted_2025,73,3.5,0.232787,wage_only,derived_from_official_sg,,external_proxy,0.4521,0.1150,0.2337,0.8948,0.3581,high,0.0122,very_low,at_risk,,,,,,,,,,,,true,0.1997,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.5139,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
71000,Supervisor/General foreman (building and related trades),CRAFTSMEN AND RELATED TRADES WORKERS,3480,2000,4800,2.9,2.9,estimated_sg_submajor_weighted_2025,71,19.9,0.145643,wage_only,derived_from_official_sg,,external_proxy,0.3908,0.9234,0.3989,0.8205,0.0246,very_low,0.1439,very_low,ai_leveraged,,,,,,,,,,,,true,0.1659,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7643,0.8200,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
74002,"Supervisor/General foreman (electrical and electronic trades, excluding lift)",CRAFTSMEN AND RELATED TRADES WORKERS,4796,3383,6750,1.4,1.4,estimated_sg_submajor_weighted_2025,74,7.2,0.193831,wage_only,derived_from_official_sg,,external_proxy,0.5124,0.9314,0.3800,0.8290,0.0292,very_low,0.1814,very_low,ai_leveraged,,,,,,,,,,,,true,0.2902,false,false,reliability_weighted,divergent,2,aioe:0.4780|anthropic:0.5220,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6674,0.5500,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
75000,"Supervisor/General foreman (food processing, woodworking, garment, leather and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,3861,3449,4000,1.7,1.7,estimated_sg_submajor_weighted_2025,75,10.1,0.168775,wage_only,derived_from_official_sg,,external_proxy,0.3138,0.6471,0.2234,0.8995,0.0996,low,0.0454,very_low,stable,,,,,,,,,,,,true,-0.197,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7943,0.8200,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
72000,"Supervisor/General foreman (metal, machinery and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,7712,4048,9090,1.8,1.8,estimated_sg_submajor_weighted_2025,72,10.8,0.178534,wage_only,derived_from_official_sg,,external_proxy,0.3138,0.6471,0.4087,0.8161,0.0904,low,0.0830,very_low,stable,,,,,,,,,,,,true,-0.197,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7943,0.8200,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
73000,"Supervisor/General foreman (precision, handicraft, printing and related trades)",CRAFTSMEN AND RELATED TRADES WORKERS,4739,3345,6489,1,1,estimated_sg_submajor_weighted_2025,73,3.5,0.268281,wage_only,derived_from_official_sg,,external_proxy,0.3138,0.6471,0.3685,0.8342,0.0924,low,0.0748,very_low,stable,,,,,,,,,,,,true,-0.197,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7943,0.8200,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
75310,Tailor/Dressmaker,CRAFTSMEN AND RELATED TRADES WORKERS,2098,1450,3500,1.3,1.3,estimated_sg_submajor_weighted_2025,75,10.1,0.124412,wage_only,derived_from_official_sg,,external_proxy,0.0976,0.0250,0.2894,0.8698,0.0828,low,0.0007,very_low,stable,,,,,,,,,,,,true,0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8150,1.0000,0.9500,0.4000,,,,,,,,,,,,,direct,,external_proxy,false,,,false
72221,Tool and die maker,CRAFTSMEN AND RELATED TRADES WORKERS,4017,3380,4763,1.4,1.4,estimated_sg_submajor_weighted_2025,72,10.8,0.128851,wage_only,derived_from_official_sg,,external_proxy,0.1606,0.2299,0.2615,0.8823,0.1091,low,0.0097,very_low,stable,,,,,,,,,,,,true,-0.0526,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
75410,Underwater diver,CRAFTSMEN AND RELATED TRADES WORKERS,4030,3320,5975,1.8,1.8,estimated_sg_submajor_weighted_2025,75,10.1,0.172429,wage_only,derived_from_official_sg,,external_proxy,0.1145,0.8307,0.3330,0.8501,0.0165,very_low,0.0317,very_low,stable,,,,,,,,,,,,true,0.0561,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9014,1.0000,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
73111,Watch and clock assembler/repairer,CRAFTSMEN AND RELATED TRADES WORKERS,4500,2925,6016,0.9,0.9,estimated_sg_submajor_weighted_2025,73,3.5,0.261429,wage_only,derived_from_official_sg,,external_proxy,0.1945,0.1114,0.3982,0.8208,0.1418,low,0.0086,very_low,stable,,,,,,,,,,,,true,-0.1515,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8789,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
72120,Welder and flame cutter,CRAFTSMEN AND RELATED TRADES WORKERS,3050,2300,4443,1.2,1.2,estimated_sg_submajor_weighted_2025,72,10.8,0.112276,wage_only,derived_from_official_sg,,external_proxy,0.0740,0.0980,0.3297,0.8516,0.0568,low,0.0024,very_low,stable,,,,,,,,,,,,true,0.0829,false,false,reliability_weighted,consensus_low,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,,high,0.8422,0.8200,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83492,Airport mobile equipment operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3081,2526,3935,6.2,6.2,estimated_sg_submajor_weighted_2025,83,116.9,0.052974,wage_only,derived_from_official_sg,,external_proxy,0.0726,0.4474,0.4918,0.7787,0.0312,very_low,0.0160,very_low,stable,,,,,,,,,,,,true,0.0971,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.8393,0.8200,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83224,Ambulance driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2386,1848,3129,5.4,5.4,estimated_sg_submajor_weighted_2025,83,116.9,0.046618,wage_only,derived_from_official_sg,,external_proxy,0.2133,0.3734,0.6399,0.6520,0.0871,low,0.0510,very_low,stable,,,,,,,,,,,,true,-0.0321,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9164,1.0000,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83311,Bus driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3782,2289,5137,6.9,6.9,estimated_sg_submajor_weighted_2025,83,116.9,0.058692,wage_only,derived_from_official_sg,,external_proxy,0.1720,0.1373,0.6706,0.6982,0.1036,low,0.0158,very_low,stable,,,,,,,,,,,,true,0.074,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7919,1.0000,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83222,Chauffeur,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2743,2033,3593,5.8,5.8,estimated_sg_submajor_weighted_2025,83,116.9,0.049984,wage_only,derived_from_official_sg,,external_proxy,0.2133,0.3734,0.5725,0.6824,0.0912,low,0.0456,very_low,stable,,,,,,,,,,,,true,-0.0321,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9164,1.0000,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83323,Concrete mix truck driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2666,1600,3268,5.8,5.8,estimated_sg_submajor_weighted_2025,83,116.9,0.049278,wage_only,derived_from_official_sg,,external_proxy,0.2465,0.2665,0.6045,0.7280,0.1316,low,0.0397,very_low,stable,,,,,,,,,,,,true,0.2376,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.7024,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83432,Crane operator (on-site),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3117,2953,3368,6.2,6.2,estimated_sg_submajor_weighted_2025,83,116.9,0.053283,wage_only,derived_from_official_sg,,external_proxy,0.0836,0.5392,0.4336,0.8049,0.0310,very_low,0.0195,very_low,stable,,,,,,,,,,,,true,0.0802,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7677,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83431,Crane/Hoist operator (excluding port),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4979,3390,6496,7.7,7.7,estimated_sg_submajor_weighted_2025,83,116.9,0.067343,wage_only,derived_from_official_sg,,external_proxy,0.0836,0.5392,0.6019,0.7291,0.0281,very_low,0.0271,very_low,stable,,,,,,,,,,,,true,0.0802,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7677,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81602,Dairy and confectionery products machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2553,1748,4514,0.9,0.9,estimated_sg_submajor_weighted_2025,81,8.3,0.103227,wage_only,derived_from_official_sg,,external_proxy,0.1278,0.0624,0.5776,0.7401,0.0886,low,0.0046,very_low,stable,,,,,,,,,,,,true,-0.049,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7906,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83502,Deckhand (including lighterman),PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1740,1630,2206,4.7,4.7,estimated_sg_submajor_weighted_2025,83,116.9,0.039810,wage_only,derived_from_official_sg,,external_proxy,0.0942,0.8957,0.3327,0.8503,0.0083,very_low,0.0281,very_low,stable,,,,,,,,,,,,true,0.0125,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7133,1.0000,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83212,Delivery man using motorised personal mobility aids/devices,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1985,1700,2000,5,5,estimated_sg_submajor_weighted_2025,83,116.9,0.042521,wage_only,derived_from_official_sg,,external_proxy,0.2520,0.2665,0.3352,0.7892,0.1459,low,0.0225,very_low,stable,,,,,,,,,,,,true,0.2376,false,prefix,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.7174,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
82122,Electronic equipment/component assembler,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2017,1847,2520,0.7,0.7,estimated_sg_submajor_weighted_2025,82,3.7,0.193132,wage_only,derived_from_official_sg,,external_proxy,0.1733,0.1087,0.3616,0.8373,0.1293,low,0.0068,very_low,stable,,,,,,,,,,,,true,-0.0205,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7889,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83421,Excavating/Trench digging machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3098,2000,4998,6.2,6.2,estimated_sg_submajor_weighted_2025,83,116.9,0.053120,wage_only,derived_from_official_sg,,external_proxy,0.0923,0.4813,0.7819,0.6481,0.0310,very_low,0.0347,very_low,stable,,,,,,,,,,,,true,0.0544,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8491,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83441,Fork lift truck operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2500,1807,3163,5.6,5.6,estimated_sg_submajor_weighted_2025,83,116.9,0.047719,wage_only,derived_from_official_sg,,external_proxy,0.0995,0.2424,0.5082,0.7713,0.0582,low,0.0123,very_low,stable,,,,,,,,,,,,true,0.1257,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8568,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83321,Lorry driver,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2159,1600,3000,5.2,5.2,estimated_sg_submajor_weighted_2025,83,116.9,0.044345,wage_only,derived_from_official_sg,,external_proxy,0.2465,0.2665,0.5095,0.7707,0.1394,low,0.0335,very_low,stable,,,,,,,,,,,,true,0.2376,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.7099,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
82110,Mechanical equipment/component assembler,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2084,1481,3025,0.7,0.7,estimated_sg_submajor_weighted_2025,82,3.7,0.196314,wage_only,derived_from_official_sg,,external_proxy,0.2806,0.1515,0.4935,0.7779,0.1852,moderate,0.0210,very_low,stable,,,,,,,,,,,,true,0.4058,false,false,reliability_weighted,divergent,3,aioe:0.3126|anthropic:0.3413|ilo:0.3461,false,divergent_exposure_sources,medium,0.6752,0.8200,0.4500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
82132,Mechanical products quality checker and tester,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4354,3157,5496,1,1,estimated_sg_submajor_weighted_2025,82,3.7,0.283757,wage_only,derived_from_official_sg,,external_proxy,0.2866,0.2068,0.5366,0.7585,0.1725,moderate,0.0318,very_low,stable,,,,,,,,,,,,true,0.252,false,false,reliability_weighted,aligned_mid,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.5174,0.5500,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81220,Metal heat treating plant operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4652,3240,7480,1.2,1.2,estimated_sg_submajor_weighted_2025,81,8.3,0.139344,wage_only,derived_from_official_sg,,external_proxy,0.1099,0.0713,0.6132,0.7240,0.0739,low,0.0048,very_low,stable,,,,,,,,,,,,true,0.0686,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8354,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81210,"Metal melter, caster and rolling mill operator",PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2671,2568,3000,0.9,0.9,estimated_sg_submajor_weighted_2025,81,8.3,0.105586,wage_only,derived_from_official_sg,,external_proxy,0.1839,0.4759,0.4608,0.7926,0.0764,low,0.0403,very_low,stable,,,,,,,,,,,,true,-0.0686,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8714,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81251,Metalworking machine setter-operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2809,2178,4045,0.9,0.9,estimated_sg_submajor_weighted_2025,81,8.3,0.108279,wage_only,derived_from_official_sg,,external_proxy,0.1065,0.0544,0.5575,0.7491,0.0755,low,0.0032,very_low,stable,,,,,,,,,,,,true,0.0624,false,false,reliability_weighted,consensus_low,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.7695,0.5500,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83000,Mobile machinery supervisor and general foreman,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2522,2457,2820,5.6,5.6,estimated_sg_submajor_weighted_2025,83,116.9,0.047928,wage_only,derived_from_official_sg,,external_proxy,0.2107,0.4670,0.3915,0.8238,0.0925,low,0.0385,very_low,stable,,,,,,,,,,,,true,0.0508,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6943,0.8200,0.4500,0.8500,,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
83211,Motorcycle delivery man,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2080,1537,2626,5.1,5.1,estimated_sg_submajor_weighted_2025,83,116.9,0.043526,wage_only,derived_from_official_sg,,external_proxy,0.2520,0.2665,0.4562,0.7347,0.1358,low,0.0306,very_low,stable,,,,,,,,,,,,true,0.2376,false,prefix,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,low_risk_but_high_observed_usage,medium,0.7174,1.0000,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81830,Packing/Bottling/Labelling machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2101,1600,3020,0.8,0.8,estimated_sg_submajor_weighted_2025,81,8.3,0.093644,wage_only,derived_from_official_sg,,external_proxy,0.1027,0.1319,0.4724,0.7874,0.0702,low,0.0064,very_low,stable,,,,,,,,,,,,true,0.0597,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8347,1.0000,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83225,Parking valet,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2372,2000,2800,5.4,5.4,estimated_sg_submajor_weighted_2025,83,116.9,0.046481,wage_only,derived_from_official_sg,,external_proxy,0.2133,0.3734,0.4640,0.7312,0.0977,low,0.0370,very_low,stable,,,,,,,,,,,,true,-0.0321,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9164,1.0000,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
83501,Port limit helmsman/steersman/engine driver/tugmaster,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2683,2334,3284,5.8,5.8,estimated_sg_submajor_weighted_2025,83,116.9,0.049434,wage_only,derived_from_official_sg,,external_proxy,0.0942,0.8957,0.4461,0.7993,0.0078,very_low,0.0376,very_low,stable,,,,,,,,,,,,true,0.0125,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7133,1.0000,0.9500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81252,Precision grinding machine setter-operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3227,2740,3882,1,1,estimated_sg_submajor_weighted_2025,81,8.3,0.116056,wage_only,derived_from_official_sg,,external_proxy,0.1065,0.0544,0.4560,0.7948,0.0801,low,0.0026,very_low,stable,,,,,,,,,,,,true,0.0624,false,false,reliability_weighted,consensus_low,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.7695,0.5500,0.9500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81841,Printing machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2229,1700,3452,0.8,0.8,estimated_sg_submajor_weighted_2025,81,8.3,0.096455,wage_only,derived_from_official_sg,,external_proxy,0.4098,0.1150,0.5134,0.7690,0.2789,moderate,0.0242,very_low,at_risk,,,,,,,,,,,,true,0.1997,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,medium,0.5743,0.8200,0.8500,0.6500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81501,Sewing machine operator,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2267,1738,3000,0.8,0.8,estimated_sg_submajor_weighted_2025,81,8.3,0.097273,wage_only,derived_from_official_sg,,external_proxy,0.1122,0.0036,0.5189,0.7665,0.0857,low,0.0002,very_low,stable,,,,,,,,,,,,true,0.049,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.7943,0.8200,0.9500,0.4000,,,,,,,,,,,,,direct,,external_proxy,false,,,false
81000,Stationary plant and machine supervisor/general foreman,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,4705,3343,7753,1,1,estimated_sg_submajor_weighted_2025,81,8.3,0.140136,wage_only,derived_from_official_sg,,external_proxy,0.3138,0.6471,0.6147,0.7234,0.0801,low,0.1248,very_low,ai_leveraged,,,,,,,,,,,,true,-0.197,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7943,0.8200,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
82000,Supervisor/General foreman of assemblers and quality checkers,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,5775,3964,8000,1.3,1.3,estimated_sg_submajor_weighted_2025,82,3.7,0.326797,wage_only,derived_from_official_sg,,external_proxy,0.3138,0.6471,0.5906,0.7342,0.0813,low,0.1199,very_low,stable,,,,,,,,,,,,true,-0.197,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,high,0.7943,0.8200,0.4500,0.8500,,,,,,,,,,,,,direct,,external_proxy,false,,,false
